"SurveyNbr","Transect","Replicate","Crew","Seat","Obs","StartDt","EndDt","DistFlown","AvgCondition","ACWSD","ACWSDreport","WindArea","MissingTrackFile","ImputedDistFlown"
12,385601,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,16.12,3.00,0,0,0,0,0
12,385602,1,"Crew4056","lf","jsw",10/8/2012 0:00:00,10/8/2012 0:00:00,24.58,4.00,0,0,0,0,0
12,385602,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,24.69,3.00,0,0,0,0,0
12,390100,1,"Crew4056","lf","jsw",10/8/2012 0:00:00,10/8/2012 0:00:00,18.05,4.00,0,0,0,0,0
12,390100,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,18.02,4.00,0,0,0,0,0
12,390101,1,"Crew4056","lf","jsw",10/8/2012 0:00:00,10/8/2012 0:00:00,27.35,4.00,0,0,0,0,0
12,390101,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,27.41,3.00,0,0,0,0,0
12,390600,1,"Crew4056","lf","jsw",10/12/2012 0:00:00,10/12/2012 0:00:00,8.81,3.00,0,0,0,0,0
12,390600,1,"Crew4056","rf","mtl",10/12/2012 0:00:00,10/12/2012 0:00:00,8.75,4.00,0,0,0,0,0
12,390601,1,"Crew4056","lf","jsw",10/8/2012 0:00:00,10/8/2012 0:00:00,23.49,4.00,0,0,0,0,0
12,390601,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,21.98,4.00,0,0,0,0,0
12,390602,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,29.23,2.00,0,0,0,0,0
12,390602,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,29.14,4.00,0,0,0,0,0
12,391100,1,"Crew4056","lf","jsw",10/8/2012 0:00:00,10/8/2012 0:00:00,21.99,4.00,0,0,0,0,0
12,391100,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,21.94,4.00,0,0,0,0,0
12,391101,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,31.16,4.00,0,0,0,0,0
12,391101,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,31.12,3.00,0,0,0,0,0
12,391600,1,"Crew4056","lf","jsw",10/8/2012 0:00:00,10/8/2012 0:00:00,8.75,4.00,0,0,0,0,0
12,391600,1,"Crew4056","rf","mtl",10/8/2012 0:00:00,10/8/2012 0:00:00,8.98,3.00,0,0,0,0,0
12,391601,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,29.51,2.00,0,0,0,0,0
12,391601,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,29.09,4.00,0,0,0,0,0
12,392100,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,22.74,4.00,0,0,0,0,0
12,392100,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,22.27,3.00,0,0,0,0,0
12,392600,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,27.65,2.00,0,0,0,0,0
12,392600,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,27.67,4.00,0,0,0,0,0
12,393100,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,28.54,4.00,0,0,0,0,0
12,393100,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,29.18,3.00,0,0,0,0,0
12,393600,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,22.28,2.00,0,0,0,0,0
12,393600,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,22.47,4.00,0,0,0,0,0
12,394100,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,22.01,3.00,0,0,0,0,0
12,394100,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,21.58,3.00,0,0,0,0,0
12,394600,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,20.42,2.00,0,0,0,0,0
12,394600,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,19.38,4.00,0,0,0,0,0
12,395100,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,22.67,3.00,0,0,0,0,0
12,395100,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,22.74,3.00,0,0,0,0,0
12,395600,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,23.17,3.00,0,0,0,0,0
12,395600,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,23.32,4.00,0,0,0,0,0
12,400100,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,12.77,4.00,0,0,0,0,0
12,400100,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,12.71,3.00,0,0,0,0,0
12,400600,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,12.30,3.00,0,0,0,0,0
12,400600,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,12.34,4.00,0,0,0,0,0
12,401100,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,10.22,4.00,0,0,0,0,0
12,401100,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,10.11,3.00,0,0,0,0,0
12,401600,1,"Crew4056","lf","jsw",10/6/2012 0:00:00,10/6/2012 0:00:00,23.57,3.00,0,0,0,0,0
12,401600,1,"Crew4056","rf","mtl",10/6/2012 0:00:00,10/6/2012 0:00:00,23.53,4.00,0,0,0,0,0
12,402100,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,28.49,4.00,0,0,0,0,0
12,402100,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,28.53,3.02,0,0,0,0,0
12,402600,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,38.19,3.00,0,0,0,0,0
12,402600,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,39.37,4.00,0,0,0,0,0
12,403100,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,45.52,4.00,0,0,0,0,0
12,403100,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,52.24,3.00,0,0,0,0,0
12,403600,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,33.62,3.00,0,0,0,0,0
12,403600,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,33.88,4.00,0,0,0,0,0
12,404100,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,21.31,4.00,0,0,0,0,0
12,404100,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,21.28,3.00,0,0,0,0,0
12,404600,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,21.27,2.00,0,0,0,0,0
12,404600,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,21.29,4.00,0,0,0,0,0
12,404601,1,"Crew4446","lf","mdk",10/5/2012 0:00:00,10/5/2012 0:00:00,46.43,5.00,0,0,0,0,0
12,404601,1,"Crew4446","rf","sfy",10/5/2012 0:00:00,10/5/2012 0:00:00,46.45,3.00,0,0,0,0,0
12,405100,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,19.16,4.00,0,0,0,0,0
12,405100,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,19.71,3.00,0,0,0,0,0
12,405101,1,"Crew4446","lf","mdk",10/5/2012 0:00:00,10/5/2012 0:00:00,46.04,2.00,0,0,0,0,0
12,405101,1,"Crew4446","rf","sfy",10/5/2012 0:00:00,10/5/2012 0:00:00,46.25,4.00,0,0,0,0,0
12,405600,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,19.12,3.00,0,0,0,0,0
12,405600,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,21.90,3.00,0,0,0,0,0
12,405601,1,"Crew4056","lf","jsw",10/5/2012 0:00:00,10/5/2012 0:00:00,20.03,2.00,0,0,0,0,0
12,405601,1,"Crew4056","rf","mtl",10/5/2012 0:00:00,10/5/2012 0:00:00,20.14,4.00,0,0,0,0,0
12,405602,1,"Crew4446","lf","mdk",10/5/2012 0:00:00,10/5/2012 0:00:00,47.80,5.00,0,0,0,0,0
12,405602,1,"Crew4446","rf","sfy",10/5/2012 0:00:00,10/5/2012 0:00:00,47.74,3.00,0,0,0,0,0
12,410100,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,44.62,3.00,0,0,0,0,0
12,410100,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,44.90,3.00,0,0,0,0,0
12,410101,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,15.23,3.00,0,0,0,0,0
12,410101,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,13.24,3.00,0,0,0,0,0
12,410102,1,"Crew4446","lf","mdk",10/5/2012 0:00:00,10/5/2012 0:00:00,47.07,2.00,0,0,0,0,0
12,410102,1,"Crew4446","rf","sfy",10/5/2012 0:00:00,10/5/2012 0:00:00,47.11,3.00,0,0,0,0,0
12,410600,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,77.72,3.00,0,0,0,0,0
12,410600,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,77.85,2.00,0,0,0,0,0
12,410601,1,"Crew4446","lf","mdk",10/5/2012 0:00:00,10/5/2012 0:00:00,46.07,5.00,0,0,0,0,0
12,410601,1,"Crew4446","rf","sfy",10/5/2012 0:00:00,10/5/2012 0:00:00,46.08,3.00,0,0,0,0,0
12,411100,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,66.57,3.00,0,0,0,0,0
12,411100,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,66.63,3.00,0,0,0,0,0
12,411101,1,"Crew4446","lf","mdk",10/5/2012 0:00:00,10/5/2012 0:00:00,46.05,3.00,0,0,0,0,0
12,411101,1,"Crew4446","rf","sfy",10/5/2012 0:00:00,10/5/2012 0:00:00,46.09,4.00,0,0,0,0,0
12,411600,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,36.43,3.00,0,0,0,0,0
12,411600,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,35.20,3.00,0,0,0,0,0
12,411601,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,29.21,4.00,0,0,0,0,0
12,411601,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,29.23,3.00,0,0,0,0,0
12,411602,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,25.89,4.00,0,0,0,0,0
12,411602,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,25.28,3.00,0,0,0,0,0
12,412100,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,36.75,3.00,0,0,0,0,0
12,412100,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,36.99,3.00,0,0,0,0,0
12,412101,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,29.58,4.00,0,0,0,0,0
12,412101,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,35.24,4.00,0,0,0,0,0
12,412102,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,29.43,3.00,0,0,0,0,0
12,412102,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,29.94,4.00,0,0,0,0,0
12,412600,1,"Crew4446","lf","mdk",10/6/2012 0:00:00,10/6/2012 0:00:00,23.53,2.00,0,0,0,0,0
12,412600,1,"Crew4446","rf","sfy",10/6/2012 0:00:00,10/6/2012 0:00:00,23.31,3.00,0,0,0,0,0
12,412601,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,36.45,4.00,0,0,0,0,0
12,412601,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,34.44,3.00,0,0,0,0,0
12,412602,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,28.71,3.00,0,0,0,0,0
12,412602,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,28.77,3.00,0,0,0,0,0
12,413101,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,44.17,3.00,0,0,0,0,0
12,413101,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,44.13,4.00,0,0,0,0,0
12,413102,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,7.14,3.00,0,0,0,0,0
12,413102,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,7.14,4.00,0,0,0,0,0
12,413103,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,20.54,3.00,0,0,0,0,0
12,413103,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,20.53,4.00,0,0,0,0,0
12,413600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,11.25,4.00,0,0,0,0,0
12,413600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,11.11,4.00,0,0,0,0,0
12,413601,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,20.27,4.00,0,0,0,0,0
12,413601,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,20.19,4.00,0,0,0,0,0
12,413602,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,8.03,4.00,0,0,0,0,0
12,413602,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,8.57,4.00,0,0,0,0,0
12,413603,1,"Crew4446","lf","mdk",10/7/2012 0:00:00,10/7/2012 0:00:00,19.06,4.00,0,0,0,0,0
12,413603,1,"Crew4446","rf","sfy",10/7/2012 0:00:00,10/7/2012 0:00:00,19.07,4.00,0,0,0,0,0
12,414100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,4.03,4.00,0,0,0,0,0
12,414100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,4.07,4.00,0,0,0,0,0
12,414101,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.99,4.00,0,0,0,0,0
12,414101,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.88,4.00,0,0,0,0,0
12,414600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,17.07,5.00,0,0,0,0,0
12,414600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,16.89,4.00,0,0,0,0,0
12,414601,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.19,5.00,0,0,0,0,0
12,414601,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.30,4.00,0,0,0,0,0
12,415100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,23.26,2.74,0,0,0,0,0
12,415100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,23.12,4.00,0,0,0,0,0
12,415101,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.98,1.00,0,0,0,0,0
12,415101,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.98,4.00,0,0,0,0,0
12,415600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,21.30,5.00,0,0,0,0,0
12,415600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,21.29,4.00,0,0,0,0,0
12,415601,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.02,5.00,0,0,0,0,0
12,415601,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.25,4.00,0,0,0,0,0
12,420100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,23.44,2.00,0,0,0,0,0
12,420100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,23.39,4.00,0,0,0,0,0
12,420101,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.07,3.00,0,0,0,0,0
12,420101,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.79,4.00,0,0,0,0,0
12,420600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,32.18,5.00,0,0,0,0,0
12,420600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,32.23,4.00,0,0,0,0,0
12,421100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.52,5.00,0,0,0,0,0
12,421100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.64,4.00,0,0,0,0,0
12,421600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,2.89,3.00,0,0,0,0,0
12,421600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,2.83,4.00,0,0,0,0,0
12,421601,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,9.64,3.00,0,0,0,0,0
12,421601,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,9.97,4.00,0,0,0,0,0
12,422100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,9.37,5.00,0,0,0,0,0
12,422100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,9.57,4.00,0,0,0,0,0
12,422600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.63,4.00,0,0,0,0,0
12,423100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,1.48,4.00,0,0,0,0,0
12,423100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,1.48,4.00,0,0,0,0,0
12,423101,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.69,4.00,0,0,0,0,0
12,423101,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.70,4.00,0,0,0,0,0
12,423600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.27,4.00,0,0,0,0,0
12,423600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.26,4.00,0,0,0,0,0
12,424100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,4.01,5.00,0,0,0,0,0
12,424100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,4.00,4.00,0,0,0,0,0
12,424101,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.59,5.00,0,0,0,0,0
12,424101,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.59,4.00,0,0,0,0,0
12,424600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.94,5.00,0,0,0,0,0
12,424600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.34,4.00,0,0,0,0,0
12,425100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.80,5.00,0,0,0,0,0
12,425100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.83,4.00,0,0,0,0,0
12,425600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.89,4.00,0,0,0,0,0
12,425600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.90,4.00,0,0,0,0,0
12,430100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.69,4.00,0,0,0,0,0
12,430100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.78,4.00,0,0,0,0,0
12,430600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.60,4.00,0,0,0,0,0
12,430600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.75,4.00,0,0,0,0,0
12,431100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.06,4.00,0,0,0,0,0
12,431100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.15,4.00,0,0,0,0,0
12,431600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.90,3.00,0,0,0,0,0
12,431600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.85,4.00,0,0,0,0,0
12,432100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.77,4.00,0,0,0,0,0
12,432100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.79,4.00,0,0,0,0,0
12,432600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,8.61,3.00,0,0,0,0,0
12,432600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,8.57,4.00,0,0,0,0,0
12,433100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,10.43,4.00,0,0,0,0,0
12,433100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,10.48,3.00,0,0,0,0,0
12,433600,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,7.57,3.00,0,0,0,0,0
12,433600,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,7.55,4.00,0,0,0,0,0
12,434100,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,6.81,4.00,0,0,0,0,0
12,434100,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,5.60,2.00,0,0,0,0,0
12,434101,1,"Crew4446","lf","mdk",10/2/2012 0:00:00,10/2/2012 0:00:00,11.84,4.00,0,0,0,0,0
12,434101,1,"Crew4446","rf","sfy",10/2/2012 0:00:00,10/2/2012 0:00:00,11.84,2.00,0,0,0,0,0
12,434600,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,19.35,3.79,0,0,0,0,0
12,434600,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,18.98,3.00,0,0,0,0,0
12,434601,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,12.60,3.00,0,0,0,0,0
12,434601,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,12.11,3.00,0,0,0,0,0
12,435100,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,9.12,3.00,0,0,0,0,0
12,435100,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,9.14,4.00,0,0,0,0,0
12,435101,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,22.02,3.00,0,0,0,0,0
12,435101,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,22.10,4.00,0,0,0,0,0
12,435600,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,21.71,3.00,0,0,0,0,0
12,440100,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,22.16,3.00,0,0,0,0,0
12,440100,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,21.51,3.00,0,0,0,0,0
12,440101,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,9.25,2.35,0,0,0,0,0
12,440101,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,9.34,3.00,0,0,0,0,0
12,440600,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,28.48,2.00,0,0,0,0,0
12,440600,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,28.04,4.00,0,0,0,0,0
12,440601,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,7.16,2.00,0,0,0,0,0
12,440601,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,7.27,4.00,0,0,0,0,0
12,441100,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,26.35,3.00,0,0,0,0,0
12,441100,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,24.03,4.00,0,0,0,0,0
12,441101,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,8.41,3.00,0,0,0,0,0
12,441101,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,8.45,4.00,0,0,0,0,0
12,441600,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,30.52,2.00,0,0,0,0,0
12,441600,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,24.27,4.00,0,0,0,0,0
12,441601,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,6.96,2.00,0,0,0,0,0
12,441601,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,6.93,4.00,0,0,0,0,0
12,442100,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,4.69,5.00,0,0,0,0,0
12,442100,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,4.13,3.00,0,0,0,0,0
12,442101,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,2.64,5.00,0,0,0,0,0
12,442101,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,3.30,3.00,0,0,0,0,0
12,442102,1,"Crew4446","lf","mdk",10/9/2012 0:00:00,10/9/2012 0:00:00,6.32,4.00,0,0,0,0,0
12,442102,1,"Crew4446","rf","sfy",10/9/2012 0:00:00,10/9/2012 0:00:00,5.06,3.00,0,0,0,0,0
